name,sku,description,image,currency,url,variant_sku,price,stock,in_stock,size,color,variant_image
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-XS-Orange,57,100,True,Xs,Orange,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-orange_main-416x516.jpg
Adrienne Trek Jacket,WJ08,This is a variable product called a Adrienne Trek Jacket,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-gray_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/adrienne-trek-jacket/,WJ08-XS-Purple,57,100,True,Xs,Purple,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj08-purple_main-416x516.jpg
Aeon Capri,WP07,This is a variable product called a Aeon Capri,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aeon-capri/,WP07-28-Black,48,100,True,28,Black,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main-416x516.jpg
Aeon Capri,WP07,This is a variable product called a Aeon Capri,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aeon-capri/,WP07-28-Blue,48,100,True,28,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-blue_main-416x516.jpg
Aeon Capri,WP07,This is a variable product called a Aeon Capri,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aeon-capri/,WP07-28-Orange,48,100,True,28,Orange,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-orange_main-416x516.jpg
Aeon Capri,WP07,This is a variable product called a Aeon Capri,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aeon-capri/,WP07-29-Black,48,100,True,29,Black,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main-416x516.jpg
Aeon Capri,WP07,This is a variable product called a Aeon Capri,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aeon-capri/,WP07-29-Blue,48,100,True,29,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-blue_main-416x516.jpg
Aeon Capri,WP07,This is a variable product called a Aeon Capri,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-black_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aeon-capri/,WP07-29-Orange,48,100,True,29,Orange,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp07-orange_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-L-Black,24,100,True,L,Black,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-black_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-L-Brown,24,100,True,L,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-brown_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-L-Yellow,24,100,True,L,Yellow,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-yellow_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-M-Black,24,100,True,M,Black,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-black_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-M-Brown,24,100,True,M,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-brown_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-M-Yellow,24,100,True,M,Yellow,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-yellow_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-S-Black,24,100,True,S,Black,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-black_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-S-Brown,24,100,True,S,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-brown_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-S-Yellow,24,100,True,S,Yellow,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-yellow_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-XL-Black,24,100,True,Xl,Black,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-black_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-XL-Brown,24,100,True,Xl,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-brown_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-XL-Yellow,24,100,True,Xl,Yellow,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-yellow_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-XS-Black,24,100,True,Xs,Black,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-black_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-XS-Brown,24,100,True,Xs,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-brown_main-416x516.jpg
Aero Daily Fitness Tee,MS01,This is a variable product called a Aero Daily Fitness Tee,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-blue_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aero-daily-fitness-tee/,MS01-XS-Yellow,24,100,True,Xs,Yellow,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms01-yellow_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-32-Blue,74,100,True,32,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-blue_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-32-Brown,74,100,True,32,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-32-Green,74,100,True,32,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-green_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-33-Blue,74,100,True,33,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-blue_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-33-Brown,74,100,True,33,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-33-Green,74,100,True,33,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-green_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-34-Blue,74,100,True,34,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-blue_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-34-Brown,74,100,True,34,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-34-Green,74,100,True,34,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-green_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-36-Blue,74,100,True,36,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-blue_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-36-Brown,74,100,True,36,Brown,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main-416x516.jpg
Aether Gym Pant,MP11,This is a variable product called a Aether Gym Pant,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-brown_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aether-gym-pant/,MP11-36-Green,74,100,True,36,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp11-green_main-416x516.jpg
Affirm Water Bottle,24-UG06,This is a simple product called Affirm Water Bottle,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug06-lb-0.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/affirm-water-bottle/,24-UG06,,,,,,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug06-lb-0.jpg
Aim Analog Watch,24-MG04,This is a simple product called Aim Analog Watch,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg04-bk-0.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/aim-analog-watch/,24-MG04,,,,,,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg04-bk-0.jpg
Ajax Full-Zip Sweatshirt,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt/,MH12-L-Blue,69,100,True,L,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-blue_main-416x516.jpg
Ajax Full-Zip Sweatshirt,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt/,MH12-L-Green,69,100,True,L,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main-416x516.jpg
Ajax Full-Zip Sweatshirt,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt/,MH12-L-Red,69,100,True,L,Red,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-red_main-416x516.jpg
Ajax Full-Zip Sweatshirt,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt/,MH12-M-Blue,69,100,True,M,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-blue_main-416x516.jpg
Ajax Full-Zip Sweatshirt,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt/,MH12-M-Green,69,100,True,M,Green,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main-416x516.jpg
Ajax Full-Zip Sweatshirt,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt/,MH12-M-Red,69,100,True,M,Red,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-red_main-416x516.jpg
Ajax Full-Zip Sweatshirt,MH12,This is a variable product called a Ajax Full-Zip Sweatshirt,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-green_main.jpg,USD,https://www.scrapingcourse.com/ecommerce/product/ajax-full-zip-sweatshirt/,MH12-S-Blue,69,100,True,S,Blue,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh12-blue_main-416x516.jpg
